from,to,intensity_forecast,intensity_actual,intensity_index
2024-09-19T14:00Z,2024-09-19T14:30Z,130,138,moderate
2024-09-19T14:30Z,2024-09-19T15:00Z,129,150,moderate
2024-09-19T15:00Z,2024-09-19T15:30Z,140,162,moderate
2024-09-19T15:30Z,2024-09-19T16:00Z,148,172,moderate
2024-09-19T16:00Z,2024-09-19T16:30Z,170,180,moderate
2024-09-19T16:30Z,2024-09-19T17:00Z,174,185,moderate
2024-09-19T17:00Z,2024-09-19T17:30Z,188,189,moderate
2024-09-19T17:30Z,2024-09-19T18:00Z,195,193,high
2024-09-19T18:00Z,2024-09-19T18:30Z,200,190,high
2024-09-19T18:30Z,2024-09-19T19:00Z,187,182,moderate
2024-09-19T19:00Z,2024-09-19T19:30Z,181,172,moderate
2024-09-19T19:30Z,2024-09-19T20:00Z,179,163,moderate
2024-09-19T20:00Z,2024-09-19T20:30Z,176,151,moderate
2024-09-19T20:30Z,2024-09-19T21:00Z,158,136,moderate
2024-09-19T21:00Z,2024-09-19T21:30Z,142,124,moderate
2024-09-19T21:30Z,2024-09-19T22:00Z,138,106,low
2024-09-19T22:00Z,2024-09-19T22:30Z,142,101,low
2024-09-19T22:30Z,2024-09-19T23:00Z,117,101,low
2024-09-19T23:00Z,2024-09-19T23:30Z,116,103,low
2024-09-19T23:30Z,2024-09-20T00:00Z,110,105,low
2024-09-20T00:00Z,2024-09-20T00:30Z,109,107,low
2024-09-20T00:30Z,2024-09-20T01:00Z,107,113,moderate
2024-09-20T01:00Z,2024-09-20T01:30Z,108,112,moderate
2024-09-20T01:30Z,2024-09-20T02:00Z,116,112,moderate
2024-09-20T02:00Z,2024-09-20T02:30Z,114,107,low
2024-09-20T02:30Z,2024-09-20T03:00Z,116,101,low
2024-09-20T03:00Z,2024-09-20T03:30Z,113,93,low
2024-09-20T03:30Z,2024-09-20T04:00Z,99,102,low
2024-09-20T04:00Z,2024-09-20T04:30Z,96,116,moderate
2024-09-20T04:30Z,2024-09-20T05:00Z,108,146,moderate
2024-09-20T05:00Z,2024-09-20T05:30Z,111,156,moderate
2024-09-20T05:30Z,2024-09-20T06:00Z,147,153,moderate
2024-09-20T06:00Z,2024-09-20T06:30Z,158,158,moderate
2024-09-20T06:30Z,2024-09-20T07:00Z,150,157,moderate
2024-09-20T07:00Z,2024-09-20T07:30Z,144,154,moderate
2024-09-20T07:30Z,2024-09-20T08:00Z,152,152,moderate
2024-09-20T08:00Z,2024-09-20T08:30Z,155,146,moderate
2024-09-20T08:30Z,2024-09-20T09:00Z,151,138,moderate
2024-09-20T09:00Z,2024-09-20T09:30Z,141,133,moderate
2024-09-20T09:30Z,2024-09-20T10:00Z,140,125,moderate
2024-09-20T10:00Z,2024-09-20T10:30Z,131,121,moderate
2024-09-20T10:30Z,2024-09-20T11:00Z,120,115,moderate
2024-09-20T11:00Z,2024-09-20T11:30Z,114,114,moderate
2024-09-20T11:30Z,2024-09-20T12:00Z,95,113,moderate
2024-09-20T12:00Z,2024-09-20T12:30Z,98,112,moderate
2024-09-20T12:30Z,2024-09-20T13:00Z,112,108,low
2024-09-20T13:00Z,2024-09-20T13:30Z,108,107,low
2024-09-20T13:30Z,2024-09-20T14:00Z,110,103,low
2024-09-20T14:00Z,2024-09-20T14:30Z,111,100,low
2024-09-20T14:30Z,2024-09-20T15:00Z,110,101,low
2024-09-20T15:00Z,2024-09-20T15:30Z,101,107,low
2024-09-20T15:30Z,2024-09-20T16:00Z,114,118,moderate
2024-09-20T16:00Z,2024-09-20T16:30Z,123,122,moderate
2024-09-20T16:30Z,2024-09-20T17:00Z,124,130,moderate
2024-09-20T17:00Z,2024-09-20T17:30Z,119,135,moderate
2024-09-20T17:30Z,2024-09-20T18:00Z,130,135,moderate
2024-09-20T18:00Z,2024-09-20T18:30Z,130,133,moderate
2024-09-20T18:30Z,2024-09-20T19:00Z,137,133,moderate
2024-09-20T19:00Z,2024-09-20T19:30Z,136,127,moderate
2024-09-20T19:30Z,2024-09-20T20:00Z,130,119,moderate
2024-09-20T20:00Z,2024-09-20T20:30Z,118,121,moderate
2024-09-20T20:30Z,2024-09-20T21:00Z,113,102,low
2024-09-20T21:00Z,2024-09-20T21:30Z,129,93,low
2024-09-20T21:30Z,2024-09-20T22:00Z,108,80,low
2024-09-20T22:00Z,2024-09-20T22:30Z,97,82,low
2024-09-20T22:30Z,2024-09-20T23:00Z,83,81,low
2024-09-20T23:00Z,2024-09-20T23:30Z,85,83,low
2024-09-20T23:30Z,2024-09-21T00:00Z,87,86,low
2024-09-21T00:00Z,2024-09-21T00:30Z,81,88,low
2024-09-21T00:30Z,2024-09-21T01:00Z,81,85,low
2024-09-21T01:00Z,2024-09-21T01:30Z,81,87,low
2024-09-21T01:30Z,2024-09-21T02:00Z,81,87,low
2024-09-21T02:00Z,2024-09-21T02:30Z,81,85,low
2024-09-21T02:30Z,2024-09-21T03:00Z,83,83,low
2024-09-21T03:00Z,2024-09-21T03:30Z,83,83,low
2024-09-21T03:30Z,2024-09-21T04:00Z,86,85,low
2024-09-21T04:00Z,2024-09-21T04:30Z,84,90,low
2024-09-21T04:30Z,2024-09-21T05:00Z,83,106,low
2024-09-21T05:00Z,2024-09-21T05:30Z,91,118,moderate
2024-09-21T05:30Z,2024-09-21T06:00Z,104,120,moderate
2024-09-21T06:00Z,2024-09-21T06:30Z,112,132,moderate
2024-09-21T06:30Z,2024-09-21T07:00Z,115,144,moderate
2024-09-21T07:00Z,2024-09-21T07:30Z,125,140,moderate
2024-09-21T07:30Z,2024-09-21T08:00Z,122,136,moderate
2024-09-21T08:00Z,2024-09-21T08:30Z,126,134,moderate
2024-09-21T08:30Z,2024-09-21T09:00Z,121,135,moderate
2024-09-21T09:00Z,2024-09-21T09:30Z,122,131,moderate
2024-09-21T09:30Z,2024-09-21T10:00Z,124,126,moderate
2024-09-21T10:00Z,2024-09-21T10:30Z,118,122,moderate
2024-09-21T10:30Z,2024-09-21T11:00Z,119,120,moderate
2024-09-21T11:00Z,2024-09-21T11:30Z,116,117,moderate
2024-09-21T11:30Z,2024-09-21T12:00Z,111,114,moderate
2024-09-21T12:00Z,2024-09-21T12:30Z,113,113,moderate
2024-09-21T12:30Z,2024-09-21T13:00Z,114,112,moderate
2024-09-21T13:00Z,2024-09-21T13:30Z,113,112,moderate
2024-09-21T13:30Z,2024-09-21T14:00Z,112,110,moderate
2024-09-21T14:00Z,2024-09-21T14:30Z,113,115,moderate
2024-09-21T14:30Z,2024-09-21T15:00Z,108,124,moderate
2024-09-21T15:00Z,2024-09-21T15:30Z,109,141,moderate
2024-09-21T15:30Z,2024-09-21T16:00Z,137,153,moderate
2024-09-21T16:00Z,2024-09-21T16:30Z,152,156,moderate
2024-09-21T16:30Z,2024-09-21T17:00Z,172,163,moderate
2024-09-21T17:00Z,2024-09-21T17:30Z,177,168,moderate
2024-09-21T17:30Z,2024-09-21T18:00Z,160,169,moderate
2024-09-21T18:00Z,2024-09-21T18:30Z,161,170,moderate
2024-09-21T18:30Z,2024-09-21T19:00Z,167,173,moderate
2024-09-21T19:00Z,2024-09-21T19:30Z,169,166,moderate
2024-09-21T19:30Z,2024-09-21T20:00Z,166,156,moderate
2024-09-21T20:00Z,2024-09-21T20:30Z,185,148,moderate
2024-09-21T20:30Z,2024-09-21T21:00Z,154,135,moderate
2024-09-21T21:00Z,2024-09-21T21:30Z,150,119,moderate
2024-09-21T21:30Z,2024-09-21T22:00Z,141,105,low
2024-09-21T22:00Z,2024-09-21T22:30Z,125,102,low
2024-09-21T22:30Z,2024-09-21T23:00Z,109,104,low
2024-09-21T23:00Z,2024-09-21T23:30Z,106,102,low
2024-09-21T23:30Z,2024-09-22T00:00Z,107,101,low
2024-09-22T00:00Z,2024-09-22T00:30Z,101,101,low
2024-09-22T00:30Z,2024-09-22T01:00Z,105,99,low
2024-09-22T01:00Z,2024-09-22T01:30Z,98,100,low
2024-09-22T01:30Z,2024-09-22T02:00Z,97,100,low
2024-09-22T02:00Z,2024-09-22T02:30Z,105,101,low
2024-09-22T02:30Z,2024-09-22T03:00Z,99,104,low
2024-09-22T03:00Z,2024-09-22T03:30Z,97,103,low
2024-09-22T03:30Z,2024-09-22T04:00Z,100,106,low
2024-09-22T04:00Z,2024-09-22T04:30Z,104,103,low
2024-09-22T04:30Z,2024-09-22T05:00Z,111,103,low
2024-09-22T05:00Z,2024-09-22T05:30Z,113,112,moderate
2024-09-22T05:30Z,2024-09-22T06:00Z,105,122,moderate
2024-09-22T06:00Z,2024-09-22T06:30Z,104,130,moderate
2024-09-22T06:30Z,2024-09-22T07:00Z,126,138,moderate
2024-09-22T07:00Z,2024-09-22T07:30Z,132,140,moderate
2024-09-22T07:30Z,2024-09-22T08:00Z,131,150,moderate
2024-09-22T08:00Z,2024-09-22T08:30Z,139,158,moderate
2024-09-22T08:30Z,2024-09-22T09:00Z,151,161,moderate
2024-09-22T09:00Z,2024-09-22T09:30Z,176,160,moderate
2024-09-22T09:30Z,2024-09-22T10:00Z,166,162,moderate
2024-09-22T10:00Z,2024-09-22T10:30Z,167,162,moderate
2024-09-22T10:30Z,2024-09-22T11:00Z,165,165,moderate
2024-09-22T11:00Z,2024-09-22T11:30Z,163,163,moderate
2024-09-22T11:30Z,2024-09-22T12:00Z,165,164,moderate
2024-09-22T12:00Z,2024-09-22T12:30Z,163,167,moderate
2024-09-22T12:30Z,2024-09-22T13:00Z,169,169,moderate
2024-09-22T13:00Z,2024-09-22T13:30Z,167,173,moderate
2024-09-22T13:30Z,2024-09-22T14:00Z,170,177,moderate
2024-09-22T14:00Z,2024-09-22T14:30Z,173,182,moderate
2024-09-22T14:30Z,2024-09-22T15:00Z,177,187,moderate
2024-09-22T15:00Z,2024-09-22T15:30Z,201,198,high
2024-09-22T15:30Z,2024-09-22T16:00Z,196,198,high
2024-09-22T16:00Z,2024-09-22T16:30Z,200,199,high
2024-09-22T16:30Z,2024-09-22T17:00Z,200,202,high
2024-09-22T17:00Z,2024-09-22T17:30Z,204,206,high
2024-09-22T17:30Z,2024-09-22T18:00Z,202,206,high
2024-09-22T18:00Z,2024-09-22T18:30Z,205,206,high
2024-09-22T18:30Z,2024-09-22T19:00Z,207,206,high
2024-09-22T19:00Z,2024-09-22T19:30Z,203,204,high
2024-09-22T19:30Z,2024-09-22T20:00Z,208,194,high
2024-09-22T20:00Z,2024-09-22T20:30Z,190,188,moderate
2024-09-22T20:30Z,2024-09-22T21:00Z,188,186,moderate
2024-09-22T21:00Z,2024-09-22T21:30Z,186,176,moderate
2024-09-22T21:30Z,2024-09-22T22:00Z,181,157,moderate
2024-09-22T22:00Z,2024-09-22T22:30Z,186,148,moderate
2024-09-22T22:30Z,2024-09-22T23:00Z,166,145,moderate
2024-09-22T23:00Z,2024-09-22T23:30Z,163,144,moderate
2024-09-22T23:30Z,2024-09-23T00:00Z,158,143,moderate
2024-09-23T00:00Z,2024-09-23T00:30Z,146,143,moderate
2024-09-23T00:30Z,2024-09-23T01:00Z,143,142,moderate
2024-09-23T01:00Z,2024-09-23T01:30Z,150,140,moderate
2024-09-23T01:30Z,2024-09-23T02:00Z,145,143,moderate
2024-09-23T02:00Z,2024-09-23T02:30Z,146,142,moderate
2024-09-23T02:30Z,2024-09-23T03:00Z,148,141,moderate
2024-09-23T03:00Z,2024-09-23T03:30Z,146,143,moderate
2024-09-23T03:30Z,2024-09-23T04:00Z,145,149,moderate
2024-09-23T04:00Z,2024-09-23T04:30Z,152,161,moderate
2024-09-23T04:30Z,2024-09-23T05:00Z,167,177,moderate
2024-09-23T05:00Z,2024-09-23T05:30Z,174,184,moderate
2024-09-23T05:30Z,2024-09-23T06:00Z,193,197,high
2024-09-23T06:00Z,2024-09-23T06:30Z,188,200,high
2024-09-23T06:30Z,2024-09-23T07:00Z,207,204,high
2024-09-23T07:00Z,2024-09-23T07:30Z,202,204,high
2024-09-23T07:30Z,2024-09-23T08:00Z,205,203,high
2024-09-23T08:00Z,2024-09-23T08:30Z,207,201,high
2024-09-23T08:30Z,2024-09-23T09:00Z,204,201,high
2024-09-23T09:00Z,2024-09-23T09:30Z,200,202,high
2024-09-23T09:30Z,2024-09-23T10:00Z,201,201,high
2024-09-23T10:00Z,2024-09-23T10:30Z,203,202,high
2024-09-23T10:30Z,2024-09-23T11:00Z,201,201,high
2024-09-23T11:00Z,2024-09-23T11:30Z,205,198,high
2024-09-23T11:30Z,2024-09-23T12:00Z,203,197,high
2024-09-23T12:00Z,2024-09-23T12:30Z,202,198,high
2024-09-23T12:30Z,2024-09-23T13:00Z,199,196,high
2024-09-23T13:00Z,2024-09-23T13:30Z,202,197,high
2024-09-23T13:30Z,2024-09-23T14:00Z,199,200,high
2024-09-23T14:00Z,2024-09-23T14:30Z,196,204,high
2024-09-23T14:30Z,2024-09-23T15:00Z,201,204,high
2024-09-23T15:00Z,2024-09-23T15:30Z,207,202,high
2024-09-23T15:30Z,2024-09-23T16:00Z,215,195,high
2024-09-23T16:00Z,2024-09-23T16:30Z,208,196,high
2024-09-23T16:30Z,2024-09-23T17:00Z,199,202,high
2024-09-23T17:00Z,2024-09-23T17:30Z,202,208,high
2024-09-23T17:30Z,2024-09-23T18:00Z,207,211,high
2024-09-23T18:00Z,2024-09-23T18:30Z,210,206,high
2024-09-23T18:30Z,2024-09-23T19:00Z,212,204,high
2024-09-23T19:00Z,2024-09-23T19:30Z,207,194,high
2024-09-23T19:30Z,2024-09-23T20:00Z,207,186,moderate
2024-09-23T20:00Z,2024-09-23T20:30Z,195,178,moderate
2024-09-23T20:30Z,2024-09-23T21:00Z,176,167,moderate
2024-09-23T21:00Z,2024-09-23T21:30Z,173,149,moderate
2024-09-23T21:30Z,2024-09-23T22:00Z,163,128,moderate
2024-09-23T22:00Z,2024-09-23T22:30Z,146,120,moderate
2024-09-23T22:30Z,2024-09-23T23:00Z,136,120,moderate
2024-09-23T23:00Z,2024-09-23T23:30Z,137,125,moderate
2024-09-23T23:30Z,2024-09-24T00:00Z,134,128,moderate
2024-09-24T00:00Z,2024-09-24T00:30Z,127,129,moderate
2024-09-24T00:30Z,2024-09-24T01:00Z,129,122,moderate
2024-09-24T01:00Z,2024-09-24T01:30Z,133,123,moderate
2024-09-24T01:30Z,2024-09-24T02:00Z,125,125,moderate
2024-09-24T02:00Z,2024-09-24T02:30Z,123,119,moderate
2024-09-24T02:30Z,2024-09-24T03:00Z,124,118,moderate
2024-09-24T03:00Z,2024-09-24T03:30Z,118,111,moderate
2024-09-24T03:30Z,2024-09-24T04:00Z,120,112,moderate
2024-09-24T04:00Z,2024-09-24T04:30Z,116,128,moderate
2024-09-24T04:30Z,2024-09-24T05:00Z,114,148,moderate
2024-09-24T05:00Z,2024-09-24T05:30Z,133,163,moderate
2024-09-24T05:30Z,2024-09-24T06:00Z,154,175,moderate
2024-09-24T06:00Z,2024-09-24T06:30Z,174,178,moderate
2024-09-24T06:30Z,2024-09-24T07:00Z,176,180,moderate
2024-09-24T07:00Z,2024-09-24T07:30Z,169,177,moderate
2024-09-24T07:30Z,2024-09-24T08:00Z,182,174,moderate
2024-09-24T08:00Z,2024-09-24T08:30Z,176,169,moderate
2024-09-24T08:30Z,2024-09-24T09:00Z,174,158,moderate
2024-09-24T09:00Z,2024-09-24T09:30Z,166,152,moderate
2024-09-24T09:30Z,2024-09-24T10:00Z,163,150,moderate
2024-09-24T10:00Z,2024-09-24T10:30Z,156,145,moderate
2024-09-24T10:30Z,2024-09-24T11:00Z,151,144,moderate
2024-09-24T11:00Z,2024-09-24T11:30Z,146,143,moderate
2024-09-24T11:30Z,2024-09-24T12:00Z,146,141,moderate
2024-09-24T12:00Z,2024-09-24T12:30Z,137,142,moderate
2024-09-24T12:30Z,2024-09-24T13:00Z,142,141,moderate
2024-09-24T13:00Z,2024-09-24T13:30Z,144,143,moderate
2024-09-24T13:30Z,2024-09-24T14:00Z,140,150,moderate
2024-09-24T14:00Z,2024-09-24T14:30Z,148,155,moderate
2024-09-24T14:30Z,2024-09-24T15:00Z,159,160,moderate
2024-09-24T15:00Z,2024-09-24T15:30Z,165,165,moderate
2024-09-24T15:30Z,2024-09-24T16:00Z,164,168,moderate
2024-09-24T16:00Z,2024-09-24T16:30Z,167,166,moderate
2024-09-24T16:30Z,2024-09-24T17:00Z,179,166,moderate
2024-09-24T17:00Z,2024-09-24T17:30Z,180,168,moderate
2024-09-24T17:30Z,2024-09-24T18:00Z,172,172,moderate
2024-09-24T18:00Z,2024-09-24T18:30Z,169,172,moderate
2024-09-24T18:30Z,2024-09-24T19:00Z,169,170,moderate
2024-09-24T19:00Z,2024-09-24T19:30Z,161,158,moderate
2024-09-24T19:30Z,2024-09-24T20:00Z,172,145,moderate
2024-09-24T20:00Z,2024-09-24T20:30Z,148,136,moderate
2024-09-24T20:30Z,2024-09-24T21:00Z,144,122,moderate
2024-09-24T21:00Z,2024-09-24T21:30Z,131,110,moderate
2024-09-24T21:30Z,2024-09-24T22:00Z,138,103,low
2024-09-24T22:00Z,2024-09-24T22:30Z,114,102,low
2024-09-24T22:30Z,2024-09-24T23:00Z,104,102,low
2024-09-24T23:00Z,2024-09-24T23:30Z,106,100,low
2024-09-24T23:30Z,2024-09-25T00:00Z,112,97,low
2024-09-25T00:00Z,2024-09-25T00:30Z,98,95,low
2024-09-25T00:30Z,2024-09-25T01:00Z,95,99,low
2024-09-25T01:00Z,2024-09-25T01:30Z,95,105,low
2024-09-25T01:30Z,2024-09-25T02:00Z,93,110,moderate
2024-09-25T02:00Z,2024-09-25T02:30Z,100,116,moderate
2024-09-25T02:30Z,2024-09-25T03:00Z,102,116,moderate
2024-09-25T03:00Z,2024-09-25T03:30Z,109,125,moderate
2024-09-25T03:30Z,2024-09-25T04:00Z,127,131,moderate
2024-09-25T04:00Z,2024-09-25T04:30Z,132,152,moderate
2024-09-25T04:30Z,2024-09-25T05:00Z,150,182,moderate
2024-09-25T05:00Z,2024-09-25T05:30Z,178,205,high
2024-09-25T05:30Z,2024-09-25T06:00Z,202,226,high
2024-09-25T06:00Z,2024-09-25T06:30Z,193,230,high
2024-09-25T06:30Z,2024-09-25T07:00Z,232,232,high
2024-09-25T07:00Z,2024-09-25T07:30Z,233,231,high
2024-09-25T07:30Z,2024-09-25T08:00Z,234,232,high
2024-09-25T08:00Z,2024-09-25T08:30Z,237,229,high
2024-09-25T08:30Z,2024-09-25T09:00Z,237,213,high
2024-09-25T09:00Z,2024-09-25T09:30Z,232,218,high
2024-09-25T09:30Z,2024-09-25T10:00Z,218,216,high
2024-09-25T10:00Z,2024-09-25T10:30Z,222,218,high
2024-09-25T10:30Z,2024-09-25T11:00Z,217,215,high
2024-09-25T11:00Z,2024-09-25T11:30Z,215,215,high
2024-09-25T11:30Z,2024-09-25T12:00Z,213,214,high
2024-09-25T12:00Z,2024-09-25T12:30Z,211,213,high
2024-09-25T12:30Z,2024-09-25T13:00Z,212,214,high
2024-09-25T13:00Z,2024-09-25T13:30Z,207,208,high
2024-09-25T13:30Z,2024-09-25T14:00Z,212,210,high
2024-09-25T14:00Z,2024-09-25T14:30Z,210,210,high
2024-09-25T14:30Z,2024-09-25T15:00Z,210,210,high
2024-09-25T15:00Z,2024-09-25T15:30Z,210,207,high
2024-09-25T15:30Z,2024-09-25T16:00Z,205,205,high
2024-09-25T16:00Z,2024-09-25T16:30Z,204,209,high
2024-09-25T16:30Z,2024-09-25T17:00Z,201,205,high
2024-09-25T17:00Z,2024-09-25T17:30Z,200,200,high
2024-09-25T17:30Z,2024-09-25T18:00Z,195,192,high
2024-09-25T18:00Z,2024-09-25T18:30Z,193,185,moderate
2024-09-25T18:30Z,2024-09-25T19:00Z,179,172,moderate
2024-09-25T19:00Z,2024-09-25T19:30Z,170,162,moderate
2024-09-25T19:30Z,2024-09-25T20:00Z,149,142,moderate
2024-09-25T20:00Z,2024-09-25T20:30Z,154,120,moderate
2024-09-25T20:30Z,2024-09-25T21:00Z,147,104,low
2024-09-25T21:00Z,2024-09-25T21:30Z,128,94,low
2024-09-25T21:30Z,2024-09-25T22:00Z,117,81,low
2024-09-25T22:00Z,2024-09-25T22:30Z,99,76,low
2024-09-25T22:30Z,2024-09-25T23:00Z,91,73,low
2024-09-25T23:00Z,2024-09-25T23:30Z,90,72,low
2024-09-25T23:30Z,2024-09-26T00:00Z,93,72,low
2024-09-26T00:00Z,2024-09-26T00:30Z,96,78,low
2024-09-26T00:30Z,2024-09-26T01:00Z,75,88,low
2024-09-26T01:00Z,2024-09-26T01:30Z,83,88,low
2024-09-26T01:30Z,2024-09-26T02:00Z,88,82,low
2024-09-26T02:00Z,2024-09-26T02:30Z,95,83,low
2024-09-26T02:30Z,2024-09-26T03:00Z,84,84,low
2024-09-26T03:00Z,2024-09-26T03:30Z,86,86,low
2024-09-26T03:30Z,2024-09-26T04:00Z,84,89,low
2024-09-26T04:00Z,2024-09-26T04:30Z,90,93,low
2024-09-26T04:30Z,2024-09-26T05:00Z,94,116,moderate
2024-09-26T05:00Z,2024-09-26T05:30Z,100,127,moderate
2024-09-26T05:30Z,2024-09-26T06:00Z,111,132,moderate
2024-09-26T06:00Z,2024-09-26T06:30Z,127,134,moderate
2024-09-26T06:30Z,2024-09-26T07:00Z,130,130,moderate
2024-09-26T07:00Z,2024-09-26T07:30Z,127,121,moderate
2024-09-26T07:30Z,2024-09-26T08:00Z,134,115,moderate
2024-09-26T08:00Z,2024-09-26T08:30Z,126,102,low
2024-09-26T08:30Z,2024-09-26T09:00Z,119,99,low
2024-09-26T09:00Z,2024-09-26T09:30Z,115,94,low
2024-09-26T09:30Z,2024-09-26T10:00Z,108,94,low
2024-09-26T10:00Z,2024-09-26T10:30Z,103,93,low
2024-09-26T10:30Z,2024-09-26T11:00Z,105,94,low
2024-09-26T11:00Z,2024-09-26T11:30Z,100,95,low
2024-09-26T11:30Z,2024-09-26T12:00Z,106,91,low
2024-09-26T12:00Z,2024-09-26T12:30Z,109,86,low
2024-09-26T12:30Z,2024-09-26T13:00Z,104,86,low
2024-09-26T13:00Z,2024-09-26T13:30Z,105,90,low
2024-09-26T13:30Z,2024-09-26T14:00Z,99,93,low
2024-09-26T14:00Z,2024-09-26T14:30Z,99,97,low
2024-09-26T14:30Z,2024-09-26T15:00Z,101,99,low
2024-09-26T15:00Z,2024-09-26T15:30Z,108,105,low
2024-09-26T15:30Z,2024-09-26T16:00Z,108,115,moderate
2024-09-26T16:00Z,2024-09-26T16:30Z,109,119,moderate
2024-09-26T16:30Z,2024-09-26T17:00Z,114,124,moderate
2024-09-26T17:00Z,2024-09-26T17:30Z,118,125,moderate
2024-09-26T17:30Z,2024-09-26T18:00Z,119,123,moderate
2024-09-26T18:00Z,2024-09-26T18:30Z,115,119,moderate
2024-09-26T18:30Z,2024-09-26T19:00Z,116,109,low
2024-09-26T19:00Z,2024-09-26T19:30Z,123,97,low
2024-09-26T19:30Z,2024-09-26T20:00Z,114,84,low
2024-09-26T20:00Z,2024-09-26T20:30Z,103,77,low
2024-09-26T20:30Z,2024-09-26T21:00Z,87,70,low
2024-09-26T21:00Z,2024-09-26T21:30Z,79,58,low
2024-09-26T21:30Z,2024-09-26T22:00Z,73,52,low
2024-09-26T22:00Z,2024-09-26T22:30Z,61,49,low
2024-09-26T22:30Z,2024-09-26T23:00Z,58,51,low
2024-09-26T23:00Z,2024-09-26T23:30Z,58,50,low
2024-09-26T23:30Z,2024-09-27T00:00Z,57,52,low
2024-09-27T00:00Z,2024-09-27T00:30Z,52,51,low
2024-09-27T00:30Z,2024-09-27T01:00Z,55,63,low
2024-09-27T01:00Z,2024-09-27T01:30Z,58,60,low
2024-09-27T01:30Z,2024-09-27T02:00Z,63,64,low
2024-09-27T02:00Z,2024-09-27T02:30Z,61,56,low
2024-09-27T02:30Z,2024-09-27T03:00Z,67,44,low
2024-09-27T03:00Z,2024-09-27T03:30Z,60,44,low
2024-09-27T03:30Z,2024-09-27T04:00Z,48,45,low
2024-09-27T04:00Z,2024-09-27T04:30Z,47,49,low
2024-09-27T04:30Z,2024-09-27T05:00Z,52,49,low
2024-09-27T05:00Z,2024-09-27T05:30Z,55,58,low
2024-09-27T05:30Z,2024-09-27T06:00Z,58,56,low
2024-09-27T06:00Z,2024-09-27T06:30Z,58,65,low
2024-09-27T06:30Z,2024-09-27T07:00Z,59,68,low
2024-09-27T07:00Z,2024-09-27T07:30Z,60,69,low
2024-09-27T07:30Z,2024-09-27T08:00Z,66,68,low
2024-09-27T08:00Z,2024-09-27T08:30Z,66,67,low
2024-09-27T08:30Z,2024-09-27T09:00Z,59,63,low
2024-09-27T09:00Z,2024-09-27T09:30Z,70,58,low
2024-09-27T09:30Z,2024-09-27T10:00Z,165,53,low
2024-09-27T10:00Z,2024-09-27T10:30Z,55,50,low
2024-09-27T10:30Z,2024-09-27T11:00Z,54,50,low
2024-09-27T11:00Z,2024-09-27T11:30Z,55,45,low
2024-09-27T11:30Z,2024-09-27T12:00Z,50,42,low
2024-09-27T12:00Z,2024-09-27T12:30Z,46,41,low
2024-09-27T12:30Z,2024-09-27T13:00Z,43,43,low
2024-09-27T13:00Z,2024-09-27T13:30Z,40,42,low
2024-09-27T13:30Z,2024-09-27T14:00Z,44,41,low
2024-09-27T14:00Z,2024-09-27T14:30Z,44,47,low
2024-09-27T14:30Z,2024-09-27T15:00Z,43,53,low
2024-09-27T15:00Z,2024-09-27T15:30Z,47,65,low
2024-09-27T15:30Z,2024-09-27T16:00Z,53,80,low
2024-09-27T16:00Z,2024-09-27T16:30Z,62,94,low
2024-09-27T16:30Z,2024-09-27T17:00Z,79,102,low
2024-09-27T17:00Z,2024-09-27T17:30Z,92,109,low
2024-09-27T17:30Z,2024-09-27T18:00Z,98,112,moderate
2024-09-27T18:00Z,2024-09-27T18:30Z,102,111,moderate
2024-09-27T18:30Z,2024-09-27T19:00Z,100,108,low
2024-09-27T19:00Z,2024-09-27T19:30Z,101,107,low
2024-09-27T19:30Z,2024-09-27T20:00Z,106,102,low
2024-09-27T20:00Z,2024-09-27T20:30Z,104,89,low
2024-09-27T20:30Z,2024-09-27T21:00Z,105,73,low
2024-09-27T21:00Z,2024-09-27T21:30Z,89,68,low
2024-09-27T21:30Z,2024-09-27T22:00Z,73,56,low
2024-09-27T22:00Z,2024-09-27T22:30Z,66,53,low
2024-09-27T22:30Z,2024-09-27T23:00Z,59,52,low
2024-09-27T23:00Z,2024-09-27T23:30Z,59,51,low
2024-09-27T23:30Z,2024-09-28T00:00Z,60,54,low
2024-09-28T00:00Z,2024-09-28T00:30Z,49,55,low
2024-09-28T00:30Z,2024-09-28T01:00Z,49,59,low
2024-09-28T01:00Z,2024-09-28T01:30Z,50,59,low
2024-09-28T01:30Z,2024-09-28T02:00Z,54,61,low
2024-09-28T02:00Z,2024-09-28T02:30Z,56,62,low
2024-09-28T02:30Z,2024-09-28T03:00Z,62,62,low
2024-09-28T03:00Z,2024-09-28T03:30Z,65,64,low
2024-09-28T03:30Z,2024-09-28T04:00Z,64,68,low
2024-09-28T04:00Z,2024-09-28T04:30Z,60,74,low
2024-09-28T04:30Z,2024-09-28T05:00Z,69,86,low
2024-09-28T05:00Z,2024-09-28T05:30Z,73,105,low
2024-09-28T05:30Z,2024-09-28T06:00Z,91,122,moderate
2024-09-28T06:00Z,2024-09-28T06:30Z,52,133,moderate
2024-09-28T06:30Z,2024-09-28T07:00Z,104,140,moderate
2024-09-28T07:00Z,2024-09-28T07:30Z,122,138,moderate
2024-09-28T07:30Z,2024-09-28T08:00Z,127,137,moderate
2024-09-28T08:00Z,2024-09-28T08:30Z,124,132,moderate
2024-09-28T08:30Z,2024-09-28T09:00Z,117,128,moderate
2024-09-28T09:00Z,2024-09-28T09:30Z,121,130,moderate
2024-09-28T09:30Z,2024-09-28T10:00Z,109,128,moderate
